id;part_type;producer;price;FK_id_repair
3466;Fuel pressure regulator;Delphi;25;2921
3467;Water pump;Airtex;200;2932
3468;Catalytic converter;MagnaFlow;300;2938
3469;Ignition switch;Standard Motor Products;25;2947
3470;EGR valve gasket;Fel-Pro;25;2918
3471;Ignition coil;Bosch;50;2930
3472;Fuel tank filler neck;Dorman;50;2932
3473;Clutch kit;Exedy;200;2945
3474;PCV valve;Standard Motor Products;25;2947
3475;Transmission filter;Fram;50;2954
3477;Wheel alignment;-;400;2925
3477;Wheel alignment;-;400;2925
3478;Brake pads;Brembo;200;2935
3479;Oil change;Mobil 1;150;2938
3480;Thermostat;Stant;50;2950
3481;Throttle body;Dorman;75;2953
3482;Power steering pump;Cardone;150;2954
3483;Brake rotor;Centric;100;2961
3484;MAP sensor;Standard Motor Products;50;2929
3485;Mass airflow sensor;Spectra Premium;150;2931
3486;Exhaust hanger;Walker;25;2954
3487;Air filter;Fram;50;2955
3488;Control arm;Moog;150;2935
3489;Oxygen sensor;Bosch;150;2937
3490;EGR valve gasket;Fel-Pro;25;2944
3491;Water pump;Airtex;200;2945
3492;Engine oil cooler;Dorman;75;2958
3493;Oxygen sensor;Bosch;150;2943
3494;Throttle body;Dorman;75;2946
3495;Transmission pan gasket;Fel-Pro;25;2946
3496;Ignition coil;Delphi;100;2959
3497;Wheel bearing;SKF;50;2960
3498;PCV valve;Standard Motor Products;25;2970
3499;Axle shaft;A1 Cardone;100;2970
3500;Ignition switch;ACDelco;50;2971
3501;Muffler;Walker;100;2973
3502;MAP sensor;Standard Motor Products;50;2951
3503;Brake caliper;Cardone;50;2950
3504;Windshield wipers;Rain-X;50;2955
3505;EGR valve;ACDelco;75;2957
3506;Ignition coil;Delphi;100;2959
3507;Transmission speed sensor;ACDelco;25;2962
3508;Wheel lug nuts;Dorman;25;2963
3509;Serpentine belt;Gates;75;2975
3510;Thermostat;Stant;50;2978
3511;Wheel bearing;SKF;50;2984
3512;PCV valve;Standard Motor Products;25;2960
3513;Control arm bushing;Dorman;25;2973
3514;Water pump;Airtex;200;2975
3515;Brake rotor;Centric;100;2980
3516;Brake rotor;Centric;100;2985
3517;Drive belt;Gates;25;2989
3518;Water pump;Airtex;200;2961
3519;Tire rotation;-;100;2967
3520;Suspension strut;Monroe;200;2972
3521;Ball joint;Moog;50;2981
3522;EGR valve gasket;Fel-Pro;25;2964
3523;Ignition coil;Delphi;100;2965
3524;Ignition coil;Delphi;100;2970
3525;EGR valve gasket;Fel-Pro;25;2974
3526;Wheel cylinder;Raybestos;50;2991
3527;Oil change;Mobil 1;150;2994
3528;Transmission fluid change;Valvoline;200;2968
3529;Catalytic converter;MagnaFlow;300;2972
3530;Tie rod end;Mevotech;50;2975
3531;Transmission mount;Anchor;50;2984
3532;Engine oil cooler;Dorman;75;2987
3533;Crankshaft position sensor;Beck/Arnley;50;2988
3534;Radiator fan assembly;TYC;100;3004
3535;Radiator;Denso;350;2985
3536;Transmission fluid cooler;Hayden;50;2986
3537;Ignition coil;Delphi;100;2987
3538;Brake rotor;Centric;100;2999
3539;Thermostat;Stant;50;2981
3540;PCV valve;Standard Motor Products;25;2983
3541;Ignition control module;ACDelco;50;2985
3542;EGR valve gasket;Fel-Pro;25;2989
3543;Transmission shift solenoid;Rostra;75;2994
3544;Brake caliper;Cardone;50;3004
3545;Control arm;Moog;150;3007
3546;Brake rotor;Centric;100;3013
3547;Control arm;Moog;150;2983
3549;Transmission speed sensor;ACDelco;25;2998
3549;Transmission speed sensor;ACDelco;25;2998
3550;Transmission mount;Westar;25;2999
3551;Oxygen sensor;Bosch;150;3017
3552;Fuel tank filler neck;Dorman;50;2997
3553;Ignition coil;Delphi;100;3006
3554;Suspension strut;Monroe;200;3015
3555;Muffler;Walker;100;3017
3556;Control arm bushing;Febi;50;3021
3557;Transmission mount;Westar;25;2991
3558;Engine mount;DEA;50;2991
3559;Fuel tank filler neck;Dorman;50;3005
3560;Radiator;Denso;350;3016
3561;Power steering hose;Gates;100;3020
3562;EGR valve;ACDelco;75;3002
3563;EGR valve gasket;Fel-Pro;25;3009
3564;PCV valve;Standard Motor Products;25;3013
3565;Transmission shift solenoid;Rostra;75;3014
3566;Throttle body;Dorman;75;3002
3567;Transmission mount;Anchor;50;3002
3568;Radiator fan assembly;TYC;100;3009
3569;Ignition control module;ACDelco;50;3022
3570;Alternator;Bosch;300;3025
3571;Transmission pan gasket;Fel-Pro;25;3032
3572;Radiator;Denso;350;3034
3573;Transmission fluid change;Valvoline;200;3034
3574;Control arm bushing;Febi;50;3038
3575;Air filter;Fram;50;3018
3576;Exhaust manifold;Dorman;100;3018
3577;Fuel pump;Delphi;150;3022
3578;Throttle body;Dorman;75;3027
3579;Fuel tank filler neck;Dorman;50;3032
3580;Blower motor;TYC;75;3041
3581;Thermostat;Stant;50;3017
3582;Fuel pressure regulator;Delphi;25;3022
3583;Fuel injector;Bosch;100;3023
3584;Water pump;Airtex;200;3025
3585;Brake pads;Brembo;200;3016
3586;Transmission shift cable;Pioneer Cables;50;3020
3587;Spark plugs;NGK;25;3026
3588;Suspension strut;Monroe;200;3028
3589;Transmission fluid change;Valvoline;200;3036
3590;Brake rotor;Centric;100;3038
3591;Power steering hose;Gates;100;3052
3592;Transmission shift solenoid;Rostra;75;3032
3593;Brake caliper;Cardone;50;3035
3594;Wheel alignment;-;400;3040
3595;Muffler;Walker;100;3046
3596;Radiator;Denso;350;3055
3597;Fuel pump;Delphi;150;3055
3598;Fuel tank;Spectra Premium;200;3033
3599;Battery;AC Delco;350;3033
3600;Oil change;Mobil 1;150;3037
3601;Control arm;Dorman;50;3047
3602;Brake fluid flush;Castrol;100;3060
3603;Transmission fluid change;Valvoline;200;3060
3604;Transmission mount;Westar;25;3062
3605;Brake rotor;Centric;100;3029
3606;Exhaust hanger;Walker;25;3035
3607;Transmission fluid change;Valvoline;200;3057
3608;EGR valve;ACDelco;75;3033
3609;Fuel tank;Spectra Premium;200;3039
3610;Alternator;Bosch;300;3048
3611;Tire rotation;-;100;3054
3612;Suspension strut;Monroe;200;3054
3613;Throttle body;Dorman;75;3057
3614;Brake pads;Brembo;200;3058
3615;Ignition coil;Delphi;100;3063
3616;Shock absorber;KYB;75;3065
3617;Control arm;Dorman;50;3043
3618;Radiator;Denso;350;3045
3619;Suspension strut;Monroe;200;3049
3620;Control arm bushing;Dorman;25;3061
3621;Transmission mount;Westar;25;3061
3622;Power steering pump;Cardone;150;3066
3623;Headlight bulb;Philips;25;3046
3624;Oil change;Mobil 1;150;3046
3625;Air filter;Fram;50;3055
3626;Serpentine belt;Gates;75;3072
3627;EGR valve gasket;Fel-Pro;25;3047
3628;Blower motor;TYC;75;3060
3629;Radiator fan assembly;TYC;100;3066
3630;Serpentine belt;Gates;75;3068
3631;Ignition coil;Delphi;100;3056
3632;Tire rotation;-;100;3058
3633;PCV valve;Standard Motor Products;25;3067
3634;Throttle body;Dorman;75;3072
3635;Transmission fluid change;Valvoline;200;3078
3636;Power steering pump;Cardone;150;3081
3637;Transmission control module;ACDelco;200;3085
3638;Ignition coil;Delphi;100;3086
3639;Transmission mount;Westar;25;3062
3640;Transmission speed sensor;ACDelco;25;3067
3641;Ball joint;Moog;50;3084
3642;Axle shaft;A1 Cardone;100;3086
3643;Control arm;Moog;75;3089
3644;EGR valve;Standard Motor Products;50;3091
3645;Air filter;Fram;50;3095
3646;Serpentine belt;Gates;75;3097
3647;Control arm;Moog;150;3092
3648;Control arm bushing;Febi;50;3097
3649;Headlight bulb;Philips;25;3072
3650;Spark plugs;NGK;25;3073
3651;Transmission filter;Fram;50;3089
3652;Ball joint;Moog;50;3092
3653;Tire rotation;-;100;3084
3654;Power steering hose;Gates;100;3100
3655;Control arm bushing;Dorman;25;3102
3656;Power steering hose;Gates;100;3102
3657;Spark plugs;NGK;25;3104
3658;Exhaust hanger;Walker;25;3110
3659;Drive belt;Gates;25;3080
3660;Windshield wipers;Rain-X;50;3091
3661;Wheel hub assembly;Timken;200;3101
3662;Catalytic converter;MagnaFlow;300;3109
3663;Brake fluid flush;Castrol;100;3087
3664;Muffler;Walker;100;3103
3665;Exhaust hanger;Walker;25;3103
3666;Ignition control module;ACDelco;50;3106
3667;Fuel injector;Bosch;100;3106
3668;Transmission speed sensor;ACDelco;25;3093
3669;Water pump;Airtex;200;3100
3670;Windshield wipers;Rain-X;50;3104
3671;Wheel alignment;-;400;3117
3672;Suspension strut;Monroe;200;3122
3673;Thermostat;Stant;50;3122
3674;Fuel tank;Spectra Premium;200;3096
3675;Transmission speed sensor;ACDelco;25;3111
3676;Control arm;Dorman;50;3116
3677;PCV valve;Standard Motor Products;25;3101
3678;Crankshaft position sensor;Beck/Arnley;50;3101
3679;Engine control module;A1 Cardone;200;3107
3680;Control arm bushing;Febi;50;3110
3681;Suspension strut;Monroe;200;3114
3682;Shock absorber;KYB;75;3115
3683;Camshaft position sensor;Dorman;100;3102
3684;Fuel filter;Wix;50;3105
3685;Transmission shift solenoid;Rostra;75;3106
3686;Thermostat;Stant;50;3110
3687;Brake master cylinder;Centric;100;3113
3688;Battery;AC Delco;350;3121
3689;Clutch kit;Exedy;200;3118
3690;Wheel alignment;-;400;3119
3691;Fuel pressure regulator;Delphi;25;3134
3692;Transmission fluid change;Valvoline;200;3120
3693;Brake pads;Brembo;200;3126
3694;Exhaust manifold;Dorman;100;3131
3695;Brake fluid flush;Castrol;100;3127
3696;Ignition control module;ACDelco;50;3129
3697;Transmission shift solenoid;Rostra;75;3133
3698;Power steering hose;Gates;100;3134
3699;Transmission filter;Fram;50;3136
3700;Ignition control module;ACDelco;50;3136
3701;Wheel alignment;-;400;3136
3702;Transmission speed sensor;ACDelco;25;3123
3703;Ignition coil;Bosch;50;3126
3704;Ignition switch;Standard Motor Products;25;3130
3705;Control arm bushing;Dorman;25;3135
3706;Engine mount;DEA;50;3144
3707;Control arm;Moog;150;3144
3708;Alternator;Bosch;300;3150
3709;Ignition coil;Bosch;50;3130
3710;Control arm;Moog;75;3138
3711;Brake master cylinder;Centric;100;3147
3712;Exhaust manifold;Dorman;100;3154
3713;Brake pads;Brembo;200;3155
3714;Transmission fluid cooler;Hayden;50;3159
3715;Brake fluid flush;Castrol;100;3134
3716;Wheel cylinder;Raybestos;50;3151
3717;Catalytic converter;MagnaFlow;300;3154
3718;Control arm;Moog;75;3161
3719;Transmission fluid change;Valvoline;200;3144
3720;Suspension strut;Monroe;200;3153
3721;Control arm;Moog;75;3155
3722;Transmission fluid cooler;Hayden;50;3158
3723;Transmission pan gasket;Fel-Pro;25;3161
3724;Fuel pressure regulator;Delphi;25;3148
3725;MAP sensor;Standard Motor Products;50;3153
3726;Serpentine belt;Gates;75;3160
3727;Water pump;Airtex;200;3164
3728;Radiator fan assembly;TYC;100;3171
3729;Windshield wipers;Rain-X;50;3143
3730;Power steering pump;Cardone;150;3149
3731;Fuel pressure regulator;Delphi;25;3150
3732;Transmission speed sensor;ACDelco;25;3153
3733;Exhaust manifold;Dorman;100;3157
3734;Wheel cylinder;Raybestos;50;3158
3735;Throttle body;Dorman;75;3163
3736;Transmission pan gasket;Fel-Pro;25;3169
3737;Serpentine belt;Gates;75;3151
3738;Headlight bulb;Philips;25;3179
3739;Control arm;Moog;150;3182
3740;Battery;AC Delco;350;3159
3741;Fuel injector;Bosch;100;3163
3742;Brake fluid flush;Castrol;100;3166
3743;Transmission fluid cooler;Hayden;50;3167
3744;Transmission mount;Westar;25;3173
3745;CV joint;GSP;100;3176
3746;Control arm;Moog;75;3186
3747;Control arm;Dorman;50;3166
3748;Transmission fluid change;Valvoline;200;3172
3749;Axle shaft;A1 Cardone;100;3187
3750;Tie rod end;Mevotech;50;3165
3751;Transmission filter;Fram;50;3169
3752;Transmission shift solenoid;Rostra;75;3185
3753;Axle shaft;A1 Cardone;100;3185
3754;Control arm bushing;Dorman;25;3196
3761;Ignition control module;ACDelco;50;3178
3756;Fuel injector;Bosch;100;3168
3757;Transmission speed sensor;ACDelco;25;3168
3758;Fuel injector;Bosch;100;3170
3759;Throttle body;Dorman;75;3170
3760;Transmission speed sensor;ACDelco;25;3174
3761;Ignition control module;ACDelco;50;3178
3762;EGR valve;ACDelco;75;3183
3763;Radiator;Denso;350;3192
3766;Serpentine belt;Gates;75;3178
3765;Wheel lug nuts;Dorman;25;3175
3766;Serpentine belt;Gates;75;3178
3767;Headlight assembly;TYC;100;3185
3768;Ignition switch;ACDelco;50;3187
3769;Control arm bushing;Dorman;25;3189
3770;Crankshaft position sensor;Beck/Arnley;50;3193
3771;Transmission speed sensor;ACDelco;25;3182
3772;Ignition coil;Delphi;100;3183
3773;Engine control module;A1 Cardone;200;3184
3774;Transmission shift cable;Pioneer Cables;50;3187
3775;Transmission speed sensor;ACDelco;25;3189
3776;Wheel bearing;SKF;50;3197
3777;Brake fluid flush;Castrol;100;3201
3778;EGR valve gasket;Fel-Pro;25;3198
3779;Power steering hose;Gates;100;3203
3780;Control arm;Moog;150;3188
3781;Brake pads;Brembo;200;3188
3782;EGR valve;Standard Motor Products;50;3194
3783;Transmission mount;Anchor;50;3197
3784;Brake caliper;Cardone;50;3202
3785;Fuel pressure regulator;Delphi;25;3211
3786;EGR valve;Standard Motor Products;50;3213
3787;Ignition coil;Delphi;100;3217
3788;Radiator;Denso;350;3192
3789;Control arm bushing;Dorman;25;3196
3790;Exhaust hanger;Walker;25;3204
3791;Catalytic converter;MagnaFlow;300;3205
3792;Wheel cylinder;Raybestos;50;3216
3793;Crankshaft position sensor;Beck/Arnley;50;3202
3794;CV joint;GSP;100;3205
3795;Shock absorber;KYB;75;3216
3796;Tie rod end;Mevotech;50;3218
3797;Mass airflow sensor;Spectra Premium;150;3225
3798;Transmission mount;Westar;25;3226
3799;Engine control module;A1 Cardone;200;3217
3800;Ignition control module;ACDelco;50;3228
3801;Battery;AC Delco;350;3232
3802;Control arm;Moog;75;3233
3803;Suspension strut;Monroe;200;3207
3804;Drive belt;Gates;25;3208
3805;Transmission mount;Westar;25;3231
3806;Control arm bushing;Febi;50;3238
3807;Alternator;Bosch;300;3217
3808;Ignition coil;Bosch;50;3218
3809;Transmission fluid cooler;Hayden;50;3220
3810;Axle shaft;A1 Cardone;100;3225
3811;Fuel injector;Bosch;100;3229
3812;MAP sensor;Standard Motor Products;50;3241
3813;Crankshaft position sensor;Beck/Arnley;50;3243
3814;Engine control module;A1 Cardone;200;3221
3815;Throttle body;Dorman;75;3223
3816;EGR valve;ACDelco;75;3227
3817;Ignition switch;Standard Motor Products;25;3228
3818;Radiator fan assembly;TYC;100;3230
3819;Battery;AC Delco;350;3246
3820;Water pump;Airtex;200;3224
3821;Oxygen sensor;Bosch;150;3234
3822;Wheel cylinder;Raybestos;50;3237
3823;PCV valve;Standard Motor Products;25;3229
3824;PCV valve;Standard Motor Products;25;3232
3825;Transmission shift cable;Pioneer Cables;50;3234
3826;Ball joint;Moog;50;3235
3827;Transmission fluid cooler;Hayden;50;3258
3828;Ignition control module;ACDelco;50;3243
3829;Ignition switch;Standard Motor Products;25;3252
3830;Headlight assembly;TYC;100;3266
3831;Transmission pan gasket;Fel-Pro;25;3251
3832;Wheel bearing;SKF;50;3257
3833;Headlight assembly;TYC;100;3261
3834;Ball joint;Moog;50;3267
3840;Clutch kit;Exedy;200;3255
3836;Wheel bearing;SKF;50;3241
3837;Ignition switch;ACDelco;50;3243
3838;Oil change;Mobil 1;150;3249
3839;Engine mount;DEA;50;3251
3840;Clutch kit;Exedy;200;3255
3841;PCV valve;Standard Motor Products;25;3259
3842;Brake fluid flush;Castrol;100;3263
3843;Transmission control module;ACDelco;200;3268
3844;Transmission mount;Anchor;50;3246
3845;Control arm bushing;Febi;50;3262
3846;PCV valve;Standard Motor Products;25;3269
3847;Control arm bushing;Dorman;25;3271
3848;Engine mount;DEA;50;3281
3849;Clutch kit;Exedy;200;3285
3850;Engine control module;A1 Cardone;200;3262
3851;Axle shaft;A1 Cardone;100;3265
3852;Ignition coil;Delphi;100;3266
3853;Radiator;Denso;350;3268
3854;Engine control module;A1 Cardone;200;3269
3855;Oxygen sensor;Bosch;150;3271
3856;Tire rotation;-;100;3272
3857;Headlight assembly;TYC;100;3284
3858;Air filter;Fram;50;3290
3859;Brake master cylinder;Centric;100;3291
3860;Wheel cylinder;Raybestos;50;3260
3861;Headlight assembly;TYC;100;3263
3862;Ignition control module;ACDelco;50;3272
3863;Ignition coil;Delphi;100;3275
3864;Alternator;Bosch;300;3278
3865;Tire rotation;-;100;3286
3866;Drive belt;Gates;25;3265
3867;Alternator;Bosch;300;3268
3868;Transmission shift cable;Pioneer Cables;50;3272
3869;Ignition switch;ACDelco;50;3292
3870;Wheel cylinder;Raybestos;50;3293
3871;Blower motor;TYC;75;3296
3872;Fuel pump;Delphi;150;3297
3873;Fuel injector;Bosch;100;3270
3874;Fuel tank filler neck;Dorman;50;3280
3875;Fuel injector;Bosch;100;3282
3876;Control arm;Moog;75;3282
3877;Control arm;Moog;75;3285
3878;Exhaust hanger;Walker;25;3287
3879;Brake rotor;Centric;100;3294
3880;Spark plugs;NGK;25;3279
3881;Oil change;Mobil 1;150;3295
3882;Catalytic converter;MagnaFlow;300;3295
3883;Serpentine belt;Gates;75;3296
3884;Fuel pressure regulator;Delphi;25;3310
3885;Mass airflow sensor;Spectra Premium;150;3276
3886;Transmission pan gasket;Fel-Pro;25;3283
3887;Control arm bushing;Febi;50;3291
3888;Wheel lug nuts;Dorman;25;3293
3889;Headlight assembly;TYC;100;3294
3890;Windshield wipers;Rain-X;50;3310
3891;Control arm;Moog;150;3313
3892;Ball joint;Moog;50;3286
3893;Brake pads;Brembo;200;3286
3894;Control arm bushing;Dorman;25;3288
3895;Radiator;Denso;350;3304
3896;Crankshaft position sensor;Beck/Arnley;50;3309
3897;Fuel tank filler neck;Dorman;50;3313
3898;Transmission mount;Anchor;50;3317
3899;Axle shaft;A1 Cardone;100;3319
3900;Camshaft position sensor;Dorman;100;3321
3901;Transmission control module;ACDelco;200;3294
3902;Oxygen sensor;Bosch;150;3297
3903;Control arm;Dorman;50;3308
3904;Radiator fan assembly;TYC;100;3311
3905;Battery;AC Delco;350;3321
3906;EGR valve;ACDelco;75;3323
3907;PCV valve;Standard Motor Products;25;3292
3908;Transmission pan gasket;Fel-Pro;25;3295
3909;Fuel pump;Delphi;150;3307
3910;Exhaust manifold;Dorman;100;3308
3911;Control arm;Moog;75;3314
3912;Control arm;Dorman;50;3318
3913;Alternator;Bosch;300;3318
3914;Fuel pump;Delphi;150;3319
3915;Ignition control module;ACDelco;50;3326
3916;Control arm;Moog;150;3299
3917;Transmission mount;Westar;25;3299
3918;Shock absorber;KYB;75;3311
3919;Transmission fluid change;Valvoline;200;3312
3920;Drive belt;Gates;25;3315
3921;Oxygen sensor;Bosch;150;3318
3922;Transmission pan gasket;Fel-Pro;25;3325
3923;Ignition switch;ACDelco;50;3332
3924;Headlight assembly;TYC;100;3303
3925;Suspension strut;Monroe;200;3309
3926;Oil change;Mobil 1;150;3316
3927;EGR valve;Standard Motor Products;50;3324
3928;Radiator;Denso;350;3340
3929;Fuel tank filler neck;Dorman;50;3321
3930;Transmission mount;Westar;25;3322
3931;PCV valve;Standard Motor Products;25;3329
3932;Transmission shift cable;Pioneer Cables;50;3331
3933;Transmission filter;Fram;50;3314
3934;Engine control module;A1 Cardone;200;3320
3935;Fuel filter;Wix;50;3323
3936;Radiator;Denso;350;3339
3937;Transmission control module;ACDelco;200;3346
3938;Power steering hose;Gates;100;3322
3939;Radiator;Denso;350;3324
3940;Tire rotation;-;100;3329
3941;Tie rod end;Mevotech;50;3335
3942;Brake fluid flush;Castrol;100;3342
3943;Spark plugs;NGK;25;3352
3944;Transmission control module;ACDelco;200;3323
3945;EGR valve;ACDelco;75;3326
3946;Ignition coil;Bosch;50;3326
3947;Brake fluid flush;Castrol;100;3335
3948;Drive belt;Gates;25;3341
3949;Tie rod end;Mevotech;50;3348
3950;Transmission shift solenoid;Rostra;75;3350
3951;Ignition switch;Standard Motor Products;25;3362
3952;Wheel hub assembly;Timken;200;3330
3953;Headlight assembly;TYC;100;3352
3954;Tire rotation;-;100;3357
3955;Shock absorber;KYB;75;3359
3956;Transmission control module;ACDelco;200;3362
3957;EGR valve;ACDelco;75;3364
3958;Blower motor;TYC;75;3331
3959;Fuel injector;Bosch;100;3335
3960;MAP sensor;Standard Motor Products;50;3351
3961;Ignition coil;Delphi;100;3367
3962;Battery;AC Delco;350;3367
3963;Power steering hose;Gates;100;3369
3964;Fuel tank;Spectra Premium;200;3370
3965;Power steering hose;Gates;100;3371
3966;Transmission mount;Westar;25;3347
3967;Wheel hub assembly;Timken;200;3357
3968;Suspension strut;Monroe;200;3365
3969;Catalytic converter;MagnaFlow;300;3370
3970;Brake master cylinder;Centric;100;3375
3971;Fuel pump;Delphi;150;3378
3972;Engine mount;DEA;50;3342
3973;Ignition coil;Bosch;50;3344
3974;Transmission speed sensor;ACDelco;25;3351
3975;Brake pads;Brembo;200;3363
3976;Transmission shift solenoid;Rostra;75;3367
3977;Ignition coil;Delphi;100;3380
3978;Oxygen sensor;Bosch;150;3381
3979;Ignition coil;Delphi;100;3347
3980;Wheel lug nuts;Dorman;25;3359
3981;Thermostat;Stant;50;3366
3982;Fuel injector;Bosch;100;3372
3983;Transmission pan gasket;Fel-Pro;25;3353
3984;Brake caliper;Cardone;50;3353
3985;Engine control module;A1 Cardone;200;3363
3986;Power steering pump;Cardone;150;3365
3987;Serpentine belt;Gates;75;3366
3988;PCV valve;Standard Motor Products;25;3368
3989;Axle shaft;A1 Cardone;100;3383
3990;PCV valve;Standard Motor Products;25;3384
3991;Ignition coil;Bosch;50;3393
3992;Transmission filter;Fram;50;3358
3993;Oil change;Mobil 1;150;3363
3994;Water pump;Airtex;200;3391
3995;Spark plugs;NGK;25;3394
3996;Battery;AC Delco;350;3398
3997;CV joint;GSP;100;3399
3998;Spark plugs;NGK;25;3374
3999;Exhaust hanger;Walker;25;3376
4000;Brake pads;Brembo;200;3376
4001;Transmission mount;Westar;25;3380
4002;Engine control module;A1 Cardone;200;3380
4003;Wheel alignment;-;400;3393
4004;Wheel lug nuts;Dorman;25;3393
4005;Throttle body;Dorman;75;3400
4006;Power steering hose;Gates;100;3378
4007;Ignition coil;Bosch;50;3383
4008;Windshield wipers;Rain-X;50;3394
4009;Transmission shift cable;Pioneer Cables;50;3395
4010;Wheel hub assembly;Timken;200;3406
4011;Brake pads;Brembo;200;3407
4012;Muffler;Walker;100;3375
4013;Power steering pump;Cardone;150;3376
4014;Fuel pressure regulator;Delphi;25;3384
4015;Tire rotation;-;100;3384
4016;Wheel cylinder;Raybestos;50;3385
4017;Wheel alignment;-;400;3386
4018;Wheel lug nuts;Dorman;25;3395
4019;Brake pads;Brembo;200;3397
4020;Spark plugs;NGK;25;3410
4021;Wheel hub assembly;Timken;200;3414
4022;Ignition switch;Standard Motor Products;25;3387
4023;Brake master cylinder;Centric;100;3396
4024;Serpentine belt;Gates;75;3397
4025;Air filter;Fram;50;3394
4026;Oxygen sensor;Bosch;150;3403
4027;PCV valve;Standard Motor Products;25;3397
4028;Engine control module;A1 Cardone;200;3426
4029;Wheel hub assembly;Timken;200;3398
4030;Radiator;Denso;350;3400
4031;Transmission shift cable;Pioneer Cables;50;3429
4032;Engine control module;A1 Cardone;200;3430
4033;Ignition switch;ACDelco;50;3431
4034;Camshaft position sensor;Dorman;100;3419
4035;Brake caliper;Cardone;50;3433
4036;Water pump;Airtex;200;3407
4037;Axle shaft;A1 Cardone;100;3408
4038;PCV valve;Standard Motor Products;25;3421
4039;Ignition switch;ACDelco;50;3437
4040;EGR valve;ACDelco;75;3442
4041;Axle shaft;A1 Cardone;100;3412
4042;Fuel tank;Spectra Premium;200;3416
4043;EGR valve;Standard Motor Products;50;3417
4044;Engine mount;DEA;50;3421
4045;Tire rotation;-;100;3424
4046;Ignition switch;ACDelco;50;3427
4047;Axle shaft;A1 Cardone;100;3433
4048;Control arm bushing;Febi;50;3438
4049;Radiator fan assembly;TYC;100;3443
4050;Windshield wipers;Rain-X;50;3446
4051;Transmission fluid cooler;Hayden;50;3417
4052;Water pump;Airtex;200;3418
4053;Control arm;Dorman;50;3422
4054;Catalytic converter;MagnaFlow;300;3430
4055;Radiator;Denso;350;3431
4056;Brake caliper;Cardone;50;3455
4057;Brake fluid flush;Castrol;100;3420
4058;Battery;AC Delco;350;3431
4059;EGR valve;ACDelco;75;3448
4060;Power steering hose;Gates;100;3450
4061;Wheel bearing;SKF;50;3451
4062;Fuel injector;Bosch;100;3461
4063;Transmission pan gasket;Fel-Pro;25;3426
4064;Transmission shift solenoid;Rostra;75;3433
4065;Water pump;Airtex;200;3440
4066;Mass airflow sensor;Spectra Premium;150;3441
4067;Exhaust manifold;Dorman;100;3444
4068;Suspension strut;Monroe;200;3449
4069;Thermostat;Stant;50;3451
4070;Wheel alignment;-;400;3460
4071;Radiator;Denso;350;3462
4072;Transmission mount;Westar;25;3466
4073;Wheel lug nuts;Dorman;25;3466
4074;Transmission mount;Anchor;50;3467
4075;Control arm bushing;Dorman;25;3439
4076;Engine control module;A1 Cardone;200;3446
4077;Fuel tank filler neck;Dorman;50;3446
4078;Wheel alignment;-;400;3462
4079;Transmission control module;ACDelco;200;3465
4080;Wheel cylinder;Raybestos;50;3469
4081;Windshield wipers;Rain-X;50;3454
4082;Axle shaft;A1 Cardone;100;3456
4083;Transmission speed sensor;ACDelco;25;3460
4084;Control arm;Moog;150;3472
4085;Ignition control module;ACDelco;50;3474
4086;Transmission shift cable;Pioneer Cables;50;3445
4087;Engine mount;DEA;50;3454
4088;Engine oil cooler;Dorman;75;3456
4089;Mass airflow sensor;Spectra Premium;150;3459
4090;Fuel tank filler neck;Dorman;50;3470
4091;Fuel tank filler neck;Dorman;50;3448
4092;Shock absorber;KYB;75;3449
4093;Radiator;Denso;350;3461
4094;Wheel cylinder;Raybestos;50;3477
4095;Tie rod end;Mevotech;50;3481
4096;Transmission pan gasket;Fel-Pro;25;3452
4097;Transmission fluid change;Valvoline;200;3455
4098;Brake master cylinder;Centric;100;3459
4099;Water pump;Airtex;200;3461
4100;Transmission fluid cooler;Hayden;50;3464
4101;Transmission shift cable;Pioneer Cables;50;3469
4102;Thermostat;Stant;50;3478
4103;Axle shaft;A1 Cardone;100;3484
4104;Windshield wipers;Rain-X;50;3493
4105;Drive belt;Gates;25;3458
4106;Catalytic converter;MagnaFlow;300;3474
4107;Transmission shift cable;Pioneer Cables;50;3474
4108;Crankshaft position sensor;Beck/Arnley;50;3487
4109;Blower motor;TYC;75;3489
4110;Transmission fluid cooler;Hayden;50;3495
4111;Suspension strut;Monroe;200;3464
4112;Thermostat;Stant;50;3468
4113;Crankshaft position sensor;Beck/Arnley;50;3472
4114;Ignition coil;Delphi;100;3472
4115;Engine mount;DEA;50;3483
4116;Ignition coil;Delphi;100;3488
4117;Fuel tank filler neck;Dorman;50;3489
4118;Ignition switch;ACDelco;50;3491
4119;Power steering pump;Cardone;150;3476
4120;Exhaust manifold;Dorman;100;3487
4121;Brake fluid flush;Castrol;100;3488
4122;Wheel bearing;SKF;50;3495
4123;Transmission control module;ACDelco;200;3497
4124;Clutch kit;Exedy;200;3505
4125;Engine mount;DEA;50;3479
4126;EGR valve;ACDelco;75;3490
4127;Transmission speed sensor;ACDelco;25;3493
4128;Ignition coil;Bosch;50;3506
4129;Thermostat;Stant;50;3510
4130;Ignition control module;ACDelco;50;3497
4131;EGR valve;ACDelco;75;3501
4132;Ignition switch;ACDelco;50;3507
4133;Blower motor;TYC;75;3512
4134;Exhaust hanger;Walker;25;3519
4135;Wheel bearing;SKF;50;3519
4136;Wheel alignment;-;400;3522
4137;Fuel injector;Bosch;100;3501
